Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,marketCap,priceToBook,pegRatio,fiftyTwoWeekHigh,fiftyTwoWeekLow
2014-12-29 00:00:00-05:00,25.34038918092505,25.558628682917135,25.320345806810604,25.36711311340332,110395600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2014-12-30 00:00:00-05:00,25.306982028232078,25.369336165099824,24.96625999533131,25.05756378173828,119526000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2014-12-31 00:00:00-05:00,25.12437213024272,25.19340682305112,24.543139841889488,24.580997467041016,165613600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-02 00:00:00-05:00,24.805917678201215,24.81705307269228,23.90623251185277,24.34716796875,212818400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-05 00:00:00-05:00,24.115574508082013,24.195744620451485,23.47421530814951,23.661277770996094,257142000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-06 00:00:00-05:00,23.725857797065174,23.924055645542914,23.300510745350667,23.663503646850586,263188400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-07 00:00:00-05:00,23.872831085408613,24.095525411574826,23.76148392232551,23.99531364440918,160423600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-08 00:00:00-05:00,24.324897125472393,24.975164019945158,24.206867729051606,24.91726303100586,237458000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-09 00:00:00-05:00,25.09096423468123,25.220127325437844,24.54313650725641,24.943986892700195,214798000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-12 00:00:00-05:00,25.075380895977165,25.082061453947656,24.229143472265044,24.329355239868164,198603200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-13 00:00:00-05:00,24.81482618930607,25.119917995302647,24.253637294716945,24.545366287231445,268367600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-14 00:00:00-05:00,24.282593165412145,24.605499307099826,24.162338007391202,24.451841354370117,195826400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-15 00:00:00-05:00,24.496374073457456,24.5097351883557,23.752575894394305,23.788206100463867,240056000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-16 00:00:00-05:00,23.834971038745866,23.957453585315836,23.427440055455996,23.603368759155273,314053200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-20 00:00:00-05:00,24.015350727484726,24.26699635532288,23.716941202996626,24.211322784423828,199599600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-21 00:00:00-05:00,24.262549780250666,24.732435014569067,24.11111754787758,24.396167755126953,194303600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-22 00:00:00-05:00,24.554270506942316,25.046424636172155,24.4340153981362,25.03083610534668,215185600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-23 00:00:00-05:00,25.008575256465825,25.331481372372586,24.837099661876888,25.16000747680664,185859200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-26 00:00:00-05:00,25.32924791793533,25.46731898856069,25.119916441918114,25.186723709106445,222460000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-27 00:00:00-05:00,25.03529826024312,25.048661076493936,24.28036455445931,24.304861068725586,382274800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-28 00:00:00-05:00,26.19553337551537,26.30465482030051,25.678882598876953,25.678882598876953,585908400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-29 00:00:00-05:00,25.903807377160213,26.54294078942319,25.734559191166447,26.47835922241211,337745600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-01-30 00:00:00-05:00,26.367014266770322,26.723324925978723,26.021837306867134,26.09087371826172,334982000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-02 00:00:00-05:00,26.289066727349258,26.538483293286475,25.850358618876637,26.418228149414062,250956400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-03 00:00:00-05:00,26.389279225097873,26.5206680698437,26.191081398907162,26.422683715820312,207662800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-04 00:00:00-05:00,26.389272666500247,26.83688865327859,26.346960208832986,26.625328063964844,280598800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-05 00:00:00-05:00,26.833258936851163,26.88021081728184,26.661108296276215,26.81537437438965,168984800,0.1175,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-06 00:00:00-05:00,26.833255438234904,26.884678026144194,26.4822455729834,26.589561462402344,174826400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-09 00:00:00-05:00,26.504601729070643,26.79300963629944,26.477772332843948,26.76618194580078,155559200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-10 00:00:00-05:00,26.86679490610053,27.30947065641,26.86456040190281,27.280405044555664,248034000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-11 00:00:00-05:00,27.448083069083964,27.92876582622823,27.38771905108365,27.919822692871094,294247200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-12 00:00:00-05:00,28.1836397519824,28.50111502281552,28.07408935106872,28.273069381713867,297898000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-13 00:00:00-05:00,28.456396085770706,28.456396085770706,28.091972390713874,28.41168212890625,217088800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-17 00:00:00-05:00,28.503352800302096,28.814121183097225,28.375916117661312,28.579368591308594,252609600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-18 00:00:00-05:00,28.534651302817203,28.79176086361666,28.494408052381388,28.77834701538086,179566800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-19 00:00:00-05:00,28.724682539248686,28.847648476225093,28.691147925280646,28.717975616455078,149449600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-20 00:00:00-05:00,28.755988454649362,28.952733993530273,28.62855348438829,28.952733993530273,195793600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-23 00:00:00-05:00,29.068991771309868,29.735239028930664,28.988505273570283,29.735239028930664,283896400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-24 00:00:00-05:00,29.72182350243156,29.86938264186229,29.326097959942413,29.549671173095703,276912400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-25 00:00:00-05:00,29.413287863185527,29.422232701058835,28.65090247865047,28.793989181518555,298846800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-26 00:00:00-05:00,28.793995102234582,29.259027835041444,28.306607093059874,29.15842056274414,365150000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-02-27 00:00:00-05:00,29.064516071556902,29.191954433369677,28.6710284667124,28.72021484375,248059200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-02 00:00:00-05:00,28.89683744330111,29.12711757708943,28.68444357571901,28.861064910888672,192386800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-03 00:00:00-05:00,28.832000766882555,28.95720121041736,28.637489767181634,28.921428680419922,151265200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-04 00:00:00-05:00,28.863298173092623,28.966139922878046,28.688911370016545,28.738094329833984,126665200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-05 00:00:00-05:00,28.747043869702527,28.785050906184463,28.116567483132123,28.261890411376953,226068400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-06 00:00:00-05:00,28.706799740534585,28.923666034260794,28.22835489763584,28.30436897277832,291368400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-09 00:00:00-04:00,28.60842454796339,28.968379218000308,27.960061970316634,28.425094604492188,354114000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-10 00:00:00-04:00,28.26189236121879,28.442986128726435,27.678366103995987,27.83710289001465,275426400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-11 00:00:00-04:00,27.890757155163254,27.895227868715825,27.300524033989195,27.329587936401367,275756000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-12 00:00:00-04:00,27.345241919028467,27.924297486605656,27.19321205048778,27.823688507080078,193450800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-13 00:00:00-04:00,27.812515647468505,28.036088921635084,27.405612356714474,27.631420135498047,207309200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-16 00:00:00-04:00,27.69625110797063,27.935474395751953,27.47044337387959,27.935474395751953,143497200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-17 00:00:00-04:00,28.147865268253494,28.46533879213128,28.091971970145654,28.402738571166992,204092400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-18 00:00:00-04:00,28.393801139272227,28.87672015062682,28.252950613824687,28.722454071044922,261083600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-19 00:00:00-04:00,28.785058937820736,28.896845574472465,28.483235360006802,28.505592346191406,183238000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-20 00:00:00-04:00,28.673265842885986,28.706800461745296,27.982425402730957,28.147869110107422,274780400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-23 00:00:00-04:00,28.420629350304967,28.583836851496212,28.28648404895587,28.440750122070312,150838800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-24 00:00:00-04:00,28.445225074076486,28.6263171532708,28.295429701665416,28.324495315551758,131369200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-25 00:00:00-04:00,28.290959222012976,28.35355945901305,27.5844669342041,27.5844669342041,206620800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-26 00:00:00-04:00,27.44585356201585,27.919827776140963,27.410081022074323,27.77674102783203,190291600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-27 00:00:00-04:00,27.85051744644654,27.879581352548946,27.479386768246194,27.555400848388672,158184800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-30 00:00:00-04:00,27.734262697319707,28.25965950035228,27.723083352386194,28.252952575683594,188398800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-03-31 00:00:00-04:00,28.19034643197974,28.27977606093801,27.803565717398058,27.819215774536133,168362400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-01 00:00:00-04:00,27.906409293090153,27.97348194147982,27.521863081209762,27.778972625732422,162485600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-02 00:00:00-04:00,27.953357763970626,28.071851290618618,27.765557089070754,28.0181941986084,128880400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-06 00:00:00-04:00,27.828163171005773,28.50782606718666,27.796863051934753,28.47205352783203,148776000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-07 00:00:00-04:00,28.536886204818757,28.64420039724339,28.16575553956841,28.172462463378906,140049200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-08 00:00:00-04:00,28.136684769197856,28.25965070226927,27.939940982011613,28.080791473388672,149316800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-09 00:00:00-04:00,28.13669053445155,28.299899742176528,27.870639551780606,28.295427322387695,129936000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-10 00:00:00-04:00,28.15904532689003,28.44074805119158,28.00478097073652,28.416154861450195,160752000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-13 00:00:00-04:00,28.700090522417373,28.744807891473478,28.30660291950022,28.360260009765625,145460400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-14 00:00:00-04:00,28.39379762255266,28.458634058031702,28.150103642809434,28.23729705810547,102098400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-15 00:00:00-04:00,28.261896828470448,28.42286814407229,28.172467182650344,28.34461784362793,115881600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-16 00:00:00-04:00,28.23282416139142,28.4161541219565,28.194817125772264,28.20823097229004,113476000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-17 00:00:00-04:00,28.06961776833106,28.201525146162645,27.82592207749905,27.890758514404297,207828000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-20 00:00:00-04:00,28.074091168777347,28.644201896987713,27.984661533255597,28.527944564819336,188217200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-21 00:00:00-04:00,28.63973281062438,28.66208808728349,28.32002131014193,28.373680114746094,129740400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-22 00:00:00-04:00,28.391557774385664,28.8118747405562,28.24176415250727,28.7559814453125,150618000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-23 00:00:00-04:00,28.684445594261174,29.158419741982218,28.6486730593314,28.990739822387695,183083600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-24 00:00:00-04:00,29.174069031528603,29.205369144073924,28.89236460716432,29.127117156982422,178103600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-27 00:00:00-04:00,29.58096835568369,29.76430000980455,29.321622635371526,29.656982421875,387816800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-28 00:00:00-04:00,30.06165975575859,30.079542613117027,28.968386733912773,29.189722061157227,475696000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-29 00:00:00-04:00,29.100290231624236,29.41999828881174,28.6844439188603,28.76045799255371,253544400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-04-30 00:00:00-04:00,28.760456456737618,28.760456456737618,27.85274980598811,27.980186462402344,332781600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-01 00:00:00-04:00,28.192583865007375,29.093585411624098,28.01372630505881,28.82976722717285,234050400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-04 00:00:00-04:00,28.952729712360554,29.19195467644049,28.67549771324533,28.77387046813965,203953200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-05 00:00:00-04:00,28.65090229260232,28.717974930392213,28.121034935828717,28.125507354736328,197085600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-06 00:00:00-04:00,28.295426247103613,28.337905704841365,27.579992623631682,27.948888778686523,288564000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-07 00:00:00-04:00,28.011751603913282,28.305857085303504,27.843371269953384,28.121761322021484,175763600,0.13,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-08 00:00:00-04:00,28.440555065405746,28.651592254638672,28.312586106857754,28.651592254638672,222201600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-11 00:00:00-04:00,28.599961853251983,28.63812765253178,28.204828842819424,28.359739303588867,168143200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-12 00:00:00-04:00,28.19809488490279,28.485463734183547,28.022979599425668,28.258712768554688,192640000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-13 00:00:00-04:00,28.321571008950812,28.55505859850458,28.258709295004266,28.29014015197754,138776800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-14 00:00:00-04:00,28.604450166982335,28.9501895904541,28.54832339250464,28.9501895904541,180814000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-15 00:00:00-04:00,28.977139053480816,29.071431643959748,28.784062770393323,28.909786224365234,152832000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-18 00:00:00-04:00,28.822223163934378,29.347568966148955,28.81773206264779,29.228580474853516,203531600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-19 00:00:00-04:00,29.340830560144514,29.383487453060358,29.105097443197998,29.201637268066406,178532800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-20 00:00:00-04:00,29.18591862815905,29.405934594004425,29.037743142185118,29.19938850402832,145819600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-21 00:00:00-04:00,29.20164393278026,29.55187450613996,29.147760988529953,29.49799156188965,158921600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-22 00:00:00-04:00,29.545136471128906,29.852710109615263,29.500232309437745,29.75617027282715,182384000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-26 00:00:00-04:00,29.769642441453847,29.83923909343179,28.988355277149765,29.100608825683594,282790400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-27 00:00:00-04:00,29.262259450211957,29.693312742694495,29.1971538877134,29.6439208984375,183332800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-28 00:00:00-04:00,29.603507473300805,29.623712290902677,29.432883304040647,29.585546493530273,122933200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-05-29 00:00:00-04:00,29.46206031723264,29.511452144141465,29.163465518449605,29.248779296875,203538000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-01 00:00:00-04:00,29.24878880292225,29.497991855789078,29.1971531219014,29.307159423828125,128451200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-02 00:00:00-04:00,29.154490746110564,29.334097102646144,29.033258425230184,29.176942825317383,134670400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-03 00:00:00-04:00,29.334103509883768,29.396965234545707,29.16347589233816,29.212867736816406,123934000,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-04 00:00:00-04:00,29.091626249737182,29.31613331748415,28.941206925431427,29.042234420776367,153800400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-05 00:00:00-04:00,29.073669702471985,29.11632659995545,28.81773174327771,28.882837295532227,142507200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-08 00:00:00-04:00,28.938966658316396,29.008566743736854,28.47423869709899,28.6920108795166,210699200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-09 00:00:00-04:00,28.445047887433837,28.75486877079605,28.20258152970438,28.606693267822266,224301600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-10 00:00:00-04:00,28.71894473754875,29.037744374236524,28.703229310750142,28.934473037719727,156349200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-11 00:00:00-04:00,29.00182788440279,29.226335002600205,28.844673586805953,28.869369506835938,141563600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-12 00:00:00-04:00,28.77956967449613,28.81100053581167,28.537101561901867,28.55057144165039,147544800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-15 00:00:00-04:00,28.310350014475585,28.56628801707484,28.222792366894446,28.49444580078125,175955600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-16 00:00:00-04:00,28.519137189697126,28.7032329467382,28.370963391519318,28.647106170654297,125976400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-17 00:00:00-04:00,28.674044530896552,28.709964773011993,28.45402683884702,28.57975196838379,131672400,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-18 00:00:00-04:00,28.564038418243282,28.806504778800992,28.561792867696923,28.7099666595459,141628800,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-19 00:00:00-04:00,28.671804745759935,28.696500666553327,28.377700959942988,28.4226016998291,218867600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-22 00:00:00-04:00,28.622403934748156,28.750372887460628,28.53035693297043,28.64934539794922,136157200,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
2015-06-23 00:00:00-04:00,28.620165650800633,28.64935095695845,28.485460021510466,28.519136428833008,121075600,0.0,0.0,AAPL,3430681935872,60.24954,2.17,237.49,164.08
